key,text,region,cityname,citytype,district,street,bldnum,bldlist
31,"10:00-16:00Առինջ գյուղ մասնակի, Քասախ գյուղ մասնակի և հարակից ոչ բնակիչ-բաժանորդներ, Ուռենիների փողոց, Ռ. Սաֆարյան փողոց, Ջալալյան փողոց, Երիտասարդական փողոց, թիվ 2, 4, 5, 6, 7, 9, 11, 14, 21 փողոցներ, «Հայռուսգազարդ» ընկերություն,",Կոտայքի մարզ,Քասախ,գյուղ,,6-րդ  փողոց,,
31,"10:00-16:00Առինջ գյուղ մասնակի, Քասախ գյուղ մասնակի և հարակից ոչ բնակիչ-բաժանորդներ, Ուռենիների փողոց, Ռ. Սաֆարյան փողոց, Ջալալյան փողոց, Երիտասարդական փողոց, թիվ 2, 4, 5, 6, 7, 9, 11, 14, 21 փողոցներ, «Հայռուսգազարդ» ընկերություն,",Կոտայքի մարզ,Քասախ,գյուղ,,7-րդ  փողոց,,
31,"10:00-16:00Առինջ գյուղ մասնակի, Քասախ գյուղ մասնակի և հարակից ոչ բնակիչ-բաժանորդներ, Ուռենիների փողոց, Ռ. Սաֆարյան փողոց, Ջալալյան փողոց, Երիտասարդական փողոց, թիվ 2, 4, 5, 6, 7, 9, 11, 14, 21 փողոցներ, «Հայռուսգազարդ» ընկերություն,",Կոտայքի մարզ,Քասախ,գյուղ,,9-րդ  փողոց,,
31,"10:00-16:00Առինջ գյուղ մասնակի, Քասախ գյուղ մասնակի և հարակից ոչ բնակիչ-բաժանորդներ, Ուռենիների փողոց, Ռ. Սաֆարյան փողոց, Ջալալյան փողոց, Երիտասարդական փողոց, թիվ 2, 4, 5, 6, 7, 9, 11, 14, 21 փողոցներ, «Հայռուսգազարդ» ընկերություն,",Կոտայքի մարզ,Քասախ,գյուղ,,11-րդ  փողոց,,
31,"10:00-16:00Առինջ գյուղ մասնակի, Քասախ գյուղ մասնակի և հարակից ոչ բնակիչ-բաժանորդներ, Ուռենիների փողոց, Ռ. Սաֆարյան փողոց, Ջալալյան փողոց, Երիտասարդական փողոց, թիվ 2, 4, 5, 6, 7, 9, 11, 14, 21 փողոցներ, «Հայռուսգազարդ» ընկերություն,",Կոտայքի մարզ,Քասախ,գյուղ,,14-րդ  փողոց,,
31,"10:00-16:00Առինջ գյուղ մասնակի, Քասախ գյուղ մասնակի և հարակից ոչ բնակիչ-բաժանորդներ, Ուռենիների փողոց, Ռ. Սաֆարյան փողոց, Ջալալյան փողոց, Երիտասարդական փողոց, թիվ 2, 4, 5, 6, 7, 9, 11, 14, 21 փողոցներ, «Հայռուսգազարդ» ընկերություն,",Կոտայքի մարզ,Քասախ,գյուղ,,21-րդ  փողոց,,
31,"10:00-16:00Առինջ գյուղ մասնակի, Քասախ գյուղ մասնակի և հարակից ոչ բնակիչ-բաժանորդներ, Ուռենիների փողոց, Ռ. Սաֆարյան փողոց, Ջալալյան փողոց, Երիտասարդական փողոց, թիվ 2, 4, 5, 6, 7, 9, 11, 14, 21 փողոցներ, «Հայռուսգազարդ» ընկերություն,",Կոտայքի մարզ,Քասախ,գյուղ,,Սեդրակ Ջալալյանի փողոց,,
31,"10:00-16:00Առինջ գյուղ մասնակի, Քասախ գյուղ մասնակի և հարակից ոչ բնակիչ-բաժանորդներ, Ուռենիների փողոց, Ռ. Սաֆարյան փողոց, Ջալալյան փողոց, Երիտասարդական փողոց, թիվ 2, 4, 5, 6, 7, 9, 11, 14, 21 փողոցներ, «Հայռուսգազարդ» ընկերություն,",Կոտայքի մարզ,Քասախ,գյուղ,,Սաֆարյանի փողոց,,
31,"10:00-16:00Առինջ գյուղ մասնակի, Քասախ գյուղ մասնակի և հարակից ոչ բնակիչ-բաժանորդներ, Ուռենիների փողոց, Ռ. Սաֆարյան փողոց, Ջալալյան փողոց, Երիտասարդական փողոց, թիվ 2, 4, 5, 6, 7, 9, 11, 14, 21 փողոցներ, «Հայռուսգազարդ» ընկերություն,",Կոտայքի մարզ,Քասախ,գյուղ,,Ուռենիների փողոց,,
31,"10:00-16:00Առինջ գյուղ մասնակի, Քասախ գյուղ մասնակի և հարակից ոչ բնակիչ-բաժանորդներ, Ուռենիների փողոց, Ռ. Սաֆարյան փողոց, Ջալալյան փողոց, Երիտասարդական փողոց, թիվ 2, 4, 5, 6, 7, 9, 11, 14, 21 փողոցներ, «Հայռուսգազարդ» ընկերություն,",Կոտայքի մարզ,Առինջ,գյուղ,,,,
32,"11:00-15:00Գեղաշեն գյուղ մասնակի, Ջրվեժի ամառանոցներ մասնակի,",Կոտայքի մարզ,Գեղաշեն,գյուղ,,,,
32,"11:00-15:00Գեղաշեն գյուղ մասնակի, Ջրվեժի ամառանոցներ մասնակի,",Կոտայքի մարզ,Ջրվեժ,գյուղ,,,,
33,"11:00-17:00Ծաղկաձոր քաղաք՝ Մայիսյան, Փահլավունյանց, Մհեր Մկրտչյան, Սարալանջի, Չարենցի փողոցներ, ոստիկանություն, դպրոց, մանկապարտեզ, «Ոսկու աշխարհ» հյուրանոց, «Սոֆիա Առաքելյան» ՍՊԸ, «Միքայել Վարդանյան», «Բրյուսով», «Ադոմաս», «Կուսաստան-Հայաստան» հանգստյան տներ և հարակից այլ բաժանորդներ, Գառնի գյուղ՝ Ջ. Ալեքյանի փողոցի բնակիչ և ոչ բնակիչ- բաժանորդներ, Կապուտան և Արամուս գյուղեր մասնակի,",Կոտայքի մարզ,Արամուս,գյուղ,,,,
33,"11:00-17:00Ծաղկաձոր քաղաք՝ Մայիսյան, Փահլավունյանց, Մհեր Մկրտչյան, Սարալանջի, Չարենցի փողոցներ, ոստիկանություն, դպրոց, մանկապարտեզ, «Ոսկու աշխարհ» հյուրանոց, «Սոֆիա Առաքելյան» ՍՊԸ, «Միքայել Վարդանյան», «Բրյուսով», «Ադոմաս», «Կուսաստան-Հայաստան» հանգստյան տներ և հարակից այլ բաժանորդներ, Գառնի գյուղ՝ Ջ. Ալեքյանի փողոցի բնակիչ և ոչ բնակիչ- բաժանորդներ, Կապուտան և Արամուս գյուղեր մասնակի,",Կոտայքի մարզ,Ծաղկաձոր,քաղաք,,Մայիսյան փողոց,,
33,"11:00-17:00Ծաղկաձոր քաղաք՝ Մայիսյան, Փահլավունյանց, Մհեր Մկրտչյան, Սարալանջի, Չարենցի փողոցներ, ոստիկանություն, դպրոց, մանկապարտեզ, «Ոսկու աշխարհ» հյուրանոց, «Սոֆիա Առաքելյան» ՍՊԸ, «Միքայել Վարդանյան», «Բրյուսով», «Ադոմաս», «Կուսաստան-Հայաստան» հանգստյան տներ և հարակից այլ բաժանորդներ, Գառնի գյուղ՝ Ջ. Ալեքյանի փողոցի բնակիչ և ոչ բնակիչ- բաժանորդներ, Կապուտան և Արամուս գյուղեր մասնակի,",Կոտայքի մարզ,Ծաղկաձոր,քաղաք,,Փահլավունյանց փողոց,,
33,"11:00-17:00Ծաղկաձոր քաղաք՝ Մայիսյան, Փահլավունյանց, Մհեր Մկրտչյան, Սարալանջի, Չարենցի փողոցներ, ոստիկանություն, դպրոց, մանկապարտեզ, «Ոսկու աշխարհ» հյուրանոց, «Սոֆիա Առաքելյան» ՍՊԸ, «Միքայել Վարդանյան», «Բրյուսով», «Ադոմաս», «Կուսաստան-Հայաստան» հանգստյան տներ և հարակից այլ բաժանորդներ, Գառնի գյուղ՝ Ջ. Ալեքյանի փողոցի բնակիչ և ոչ բնակիչ- բաժանորդներ, Կապուտան և Արամուս գյուղեր մասնակի,",Կոտայքի մարզ,Ծաղկաձոր,քաղաք,,Մհեր Մկրտչյան փողոց,,
33,"11:00-17:00Ծաղկաձոր քաղաք՝ Մայիսյան, Փահլավունյանց, Մհեր Մկրտչյան, Սարալանջի, Չարենցի փողոցներ, ոստիկանություն, դպրոց, մանկապարտեզ, «Ոսկու աշխարհ» հյուրանոց, «Սոֆիա Առաքելյան» ՍՊԸ, «Միքայել Վարդանյան», «Բրյուսով», «Ադոմաս», «Կուսաստան-Հայաստան» հանգստյան տներ և հարակից այլ բաժանորդներ, Գառնի գյուղ՝ Ջ. Ալեքյանի փողոցի բնակիչ և ոչ բնակիչ- բաժանորդներ, Կապուտան և Արամուս գյուղեր մասնակի,",Կոտայքի մարզ,Ծաղկաձոր,քաղաք,,Սարալանջի փողոց,,
33,"11:00-17:00Ծաղկաձոր քաղաք՝ Մայիսյան, Փահլավունյանց, Մհեր Մկրտչյան, Սարալանջի, Չարենցի փողոցներ, ոստիկանություն, դպրոց, մանկապարտեզ, «Ոսկու աշխարհ» հյուրանոց, «Սոֆիա Առաքելյան» ՍՊԸ, «Միքայել Վարդանյան», «Բրյուսով», «Ադոմաս», «Կուսաստան-Հայաստան» հանգստյան տներ և հարակից այլ բաժանորդներ, Գառնի գյուղ՝ Ջ. Ալեքյանի փողոցի բնակիչ և ոչ բնակիչ- բաժանորդներ, Կապուտան և Արամուս գյուղեր մասնակի,",Կոտայքի մարզ,Ծաղկաձոր,քաղաք,,Չարենցի փողոց,,
33,"11:00-17:00Ծաղկաձոր քաղաք՝ Մայիսյան, Փահլավունյանց, Մհեր Մկրտչյան, Սարալանջի, Չարենցի փողոցներ, ոստիկանություն, դպրոց, մանկապարտեզ, «Ոսկու աշխարհ» հյուրանոց, «Սոֆիա Առաքելյան» ՍՊԸ, «Միքայել Վարդանյան», «Բրյուսով», «Ադոմաս», «Կուսաստան-Հայաստան» հանգստյան տներ և հարակից այլ բաժանորդներ, Գառնի գյուղ՝ Ջ. Ալեքյանի փողոցի բնակիչ և ոչ բնակիչ- բաժանորդներ, Կապուտան և Արամուս գյուղեր մասնակի,",Կոտայքի մարզ,Գառնի,գյուղ,,Ջ․ Ալեքյան փողոց,,
33,"11:00-17:00Ծաղկաձոր քաղաք՝ Մայիսյան, Փահլավունյանց, Մհեր Մկրտչյան, Սարալանջի, Չարենցի փողոցներ, ոստիկանություն, դպրոց, մանկապարտեզ, «Ոսկու աշխարհ» հյուրանոց, «Սոֆիա Առաքելյան» ՍՊԸ, «Միքայել Վարդանյան», «Բրյուսով», «Ադոմաս», «Կուսաստան-Հայաստան» հանգստյան տներ և հարակից այլ բաժանորդներ, Գառնի գյուղ՝ Ջ. Ալեքյանի փողոցի բնակիչ և ոչ բնակիչ- բաժանորդներ, Կապուտան և Արամուս գյուղեր մասնակի,",Կոտայքի մարզ,Կապուտան,գյուղ,,,,
34,Գեղարքունիքի մարզ՝,Գեղարքունիքի մարզ,,,,,,
35,"11:00-12:00Սևան քաղաք՝ Գործարանային փողոց 6 շենք, Նալբանդյան փողոց 30-65 շենքեր, Նաիրյան փողոց 168-181 շենքեր, Շինարարների փողոց 1-5 շենքեր, Սայաթ-Նովայի փողոց 5-11 շենքեր, Սյունյաց փողոց 15 շենք, Գործարանային փողոց 1, 2 շենքեր, Քաղաքապետարան, «Յունիբանկ» ընկերություն, զինկոմիսարիատ, Սևանի բժշկական կենտրոն, Մ. Մաշտոցի անվան ավագ դպրոց, ծխախոտի նախկին գործարան և հարակից ոչ բնակիչ-բաժանորդներ,",Գեղարքունիքի մարզ,Սևան,քաղաք,,Նալբանդյան փողոց,,30-65
35,"11:00-12:00Սևան քաղաք՝ Գործարանային փողոց 6 շենք, Նալբանդյան փողոց 30-65 շենքեր, Նաիրյան փողոց 168-181 շենքեր, Շինարարների փողոց 1-5 շենքեր, Սայաթ-Նովայի փողոց 5-11 շենքեր, Սյունյաց փողոց 15 շենք, Գործարանային փողոց 1, 2 շենքեր, Քաղաքապետարան, «Յունիբանկ» ընկերություն, զինկոմիսարիատ, Սևանի բժշկական կենտրոն, Մ. Մաշտոցի անվան ավագ դպրոց, ծխախոտի նախկին գործարան և հարակից ոչ բնակիչ-բաժանորդներ,",Գեղարքունիքի մարզ,Սևան,քաղաք,,Նաիրյան փողոց,,168-181
35,"11:00-12:00Սևան քաղաք՝ Գործարանային փողոց 6 շենք, Նալբանդյան փողոց 30-65 շենքեր, Նաիրյան փողոց 168-181 շենքեր, Շինարարների փողոց 1-5 շենքեր, Սայաթ-Նովայի փողոց 5-11 շենքեր, Սյունյաց փողոց 15 շենք, Գործարանային փողոց 1, 2 շենքեր, Քաղաքապետարան, «Յունիբանկ» ընկերություն, զինկոմիսարիատ, Սևանի բժշկական կենտրոն, Մ. Մաշտոցի անվան ավագ դպրոց, ծխախոտի նախկին գործարան և հարակից ոչ բնակիչ-բաժանորդներ,",Գեղարքունիքի մարզ,Սևան,քաղաք,,Շինարարների փողոց,,1-5
35,"11:00-12:00Սևան քաղաք՝ Գործարանային փողոց 6 շենք, Նալբանդյան փողոց 30-65 շենքեր, Նաիրյան փողոց 168-181 շենքեր, Շինարարների փողոց 1-5 շենքեր, Սայաթ-Նովայի փողոց 5-11 շենքեր, Սյունյաց փողոց 15 շենք, Գործարանային փողոց 1, 2 շենքեր, Քաղաքապետարան, «Յունիբանկ» ընկերություն, զինկոմիսարիատ, Սևանի բժշկական կենտրոն, Մ. Մաշտոցի անվան ավագ դպրոց, ծխախոտի նախկին գործարան և հարակից ոչ բնակիչ-բաժանորդներ,",Գեղարքունիքի մարզ,Սևան,քաղաք,,Սայաթ-Նովայի փողոց,,5-11
35,"11:00-12:00Սևան քաղաք՝ Գործարանային փողոց 6 շենք, Նալբանդյան փողոց 30-65 շենքեր, Նաիրյան փողոց 168-181 շենքեր, Շինարարների փողոց 1-5 շենքեր, Սայաթ-Նովայի փողոց 5-11 շենքեր, Սյունյաց փողոց 15 շենք, Գործարանային փողոց 1, 2 շենքեր, Քաղաքապետարան, «Յունիբանկ» ընկերություն, զինկոմիսարիատ, Սևանի բժշկական կենտրոն, Մ. Մաշտոցի անվան ավագ դպրոց, ծխախոտի նախկին գործարան և հարակից ոչ բնակիչ-բաժանորդներ,",Գեղարքունիքի մարզ,Սևան,քաղաք,,Սյունիք փողոց,15,
35,"11:00-12:00Սևան քաղաք՝ Գործարանային փողոց 6 շենք, Նալբանդյան փողոց 30-65 շենքեր, Նաիրյան փողոց 168-181 շենքեր, Շինարարների փողոց 1-5 շենքեր, Սայաթ-Նովայի փողոց 5-11 շենքեր, Սյունյաց փողոց 15 շենք, Գործարանային փողոց 1, 2 շենքեր, Քաղաքապետարան, «Յունիբանկ» ընկերություն, զինկոմիսարիատ, Սևանի բժշկական կենտրոն, Մ. Մաշտոցի անվան ավագ դպրոց, ծխախոտի նախկին գործարան և հարակից ոչ բնակիչ-բաժանորդներ,",Գեղարքունիքի մարզ,Սևան,քաղաք,,Գործարանային փողոց,,"6, 1, 2"
36,"11:30-13:00Վերին Շորժա, Նորաբակ գյուղեր մասնակի և հարակից ոչ բնակիչ-բաժանորդներ,",Գեղարքունիքի մարզ,Վերին Շորժա,գյուղ,,,,
36,"11:30-13:00Վերին Շորժա, Նորաբակ գյուղեր մասնակի և հարակից ոչ բնակիչ-բաժանորդներ,",Գեղարքունիքի մարզ,Նորաբակ,գյուղ,,,,
